ticker,H,pvalue,k
ADA-USD,8.07584076870279,0.706494434695332,12
BTC-USD,13.780834016781284,0.24535896131628704,12
ETH-USD,8.336846749681285,0.6828495066235172,12
SOL-USD,6.998173076923052,0.7992314299737846,12
XRP-USD,9.669305814295512,0.5603555972187013,12
