,BTC-USD,ETH-USD,ADA-USD,XRP-USD,SOL-USD
,Close,Close,Close,Close,Close
Date,,,,,
2014-12-10,346.364990234375,,,,
2014-12-11,350.5060119628906,,,,
2014-12-12,352.5419921875,,,,
2014-12-13,347.3760070800781,,,,
2014-12-14,351.6319885253906,,,,
2014-12-15,345.3450012207031,,,,
2014-12-16,327.06201171875,,,,
2014-12-17,319.7760009765625,,,,
2014-12-18,311.39599609375,,,,
2014-12-19,317.8429870605469,,,,
2014-12-20,329.95599365234375,,,,
2014-12-21,320.8429870605469,,,,
2014-12-22,331.885986328125,,,,
2014-12-23,334.5719909667969,,,,
2014-12-24,322.53399658203125,,,,
2014-12-25,319.00799560546875,,,,
2014-12-26,327.92401123046875,,,,
2014-12-27,315.8630065917969,,,,
2014-12-28,317.239013671875,,,,
2014-12-29,312.6700134277344,,,,
2014-12-30,310.73699951171875,,,,
2014-12-31,320.1929931640625,,,,
2015-01-01,314.2489929199219,,,,
2015-01-02,315.0320129394531,,,,
2015-01-03,281.0820007324219,,,,
2015-01-04,264.19500732421875,,,,
2015-01-05,274.4739990234375,,,,
2015-01-06,286.1889953613281,,,,
2015-01-07,294.3370056152344,,,,
2015-01-08,283.3489990234375,,,,
2015-01-09,290.4079895019531,,,,
2015-01-10,274.7959899902344,,,,
2015-01-11,265.6600036621094,,,,
2015-01-12,267.7959899902344,,,,
2015-01-13,225.86099243164062,,,,
2015-01-14,178.10299682617188,,,,
2015-01-15,209.843994140625,,,,
2015-01-16,208.0970001220703,,,,
2015-01-17,199.25999450683594,,,,
2015-01-18,210.33900451660156,,,,
2015-01-19,214.86099243164062,,,,
2015-01-20,211.31500244140625,,,,
2015-01-21,226.89700317382812,,,,
2015-01-22,233.406005859375,,,,
2015-01-23,232.87899780273438,,,,
2015-01-24,247.8470001220703,,,,
2015-01-25,253.71800231933594,,,,
2015-01-26,273.4729919433594,,,,
2015-01-27,263.4750061035156,,,,
2015-01-28,233.9149932861328,,,,
2015-01-29,233.51300048828125,,,,
2015-01-30,226.4250030517578,,,,
2015-01-31,217.46400451660156,,,,
2015-02-01,226.9720001220703,,,,
2015-02-02,238.22900390625,,,,
2015-02-03,227.26800537109375,,,,
2015-02-04,226.85299682617188,,,,
2015-02-05,217.11099243164062,,,,
2015-02-06,222.26600646972656,,,,
2015-02-07,227.75399780273438,,,,
2015-02-08,223.41200256347656,,,,
2015-02-09,220.11000061035156,,,,
2015-02-10,219.83900451660156,,,,
2015-02-11,219.18499755859375,,,,
2015-02-12,221.76400756835938,,,,
2015-02-13,235.427001953125,,,,
2015-02-14,257.3210144042969,,,,
2015-02-15,234.8249969482422,,,,
2015-02-16,233.84300231933594,,,,
2015-02-17,243.61000061035156,,,,
2015-02-18,236.3260040283203,,,,
2015-02-19,240.2830047607422,,,,
2015-02-20,243.7790069580078,,,,
2015-02-21,244.53399658203125,,,,
2015-02-22,235.9770050048828,,,,
2015-02-23,238.89199829101562,,,,
2015-02-24,238.73500061035156,,,,
2015-02-25,237.47000122070312,,,,
2015-02-26,236.42599487304688,,,,
2015-02-27,253.8280029296875,,,,
2015-02-28,254.26300048828125,,,,
2015-03-01,260.2019958496094,,,,
2015-03-02,275.6700134277344,,,,
2015-03-03,281.7019958496094,,,,
2015-03-04,273.0920104980469,,,,
2015-03-05,276.1780090332031,,,,
2015-03-06,272.7229919433594,,,,
2015-03-07,276.260986328125,,,,
2015-03-08,274.35400390625,,,,
2015-03-09,289.60699462890625,,,,
2015-03-10,291.760009765625,,,,
2015-03-11,296.3789978027344,,,,
2015-03-12,294.35400390625,,,,
2015-03-13,285.3370056152344,,,,
2015-03-14,281.885009765625,,,,
2015-03-15,286.39300537109375,,,,
2015-03-16,290.5929870605469,,,,
2015-03-17,285.5050048828125,,,,
2015-03-18,256.29901123046875,,,,
2015-03-19,260.9280090332031,,,,
2015-03-20,261.7489929199219,,,,
2015-03-21,260.0249938964844,,,,
2015-03-22,267.9599914550781,,,,
2015-03-23,266.739990234375,,,,
2015-03-24,245.59500122070312,,,,
2015-03-25,246.19700622558594,,,,
2015-03-26,248.53199768066406,,,,
2015-03-27,247.0290069580078,,,,
2015-03-28,252.79800415039062,,,,
2015-03-29,242.71299743652344,,,,
2015-03-30,247.5260009765625,,,,
2015-03-31,244.2239990234375,,,,
2015-04-01,247.27200317382812,,,,
2015-04-02,253.0050048828125,,,,
2015-04-03,254.32200622558594,,,,
2015-04-04,253.69700622558594,,,,
2015-04-05,260.5979919433594,,,,
2015-04-06,255.49200439453125,,,,
2015-04-07,253.17999267578125,,,,
2015-04-08,245.02200317382812,,,,
2015-04-09,243.67599487304688,,,,
2015-04-10,236.07200622558594,,,,
2015-04-11,236.552001953125,,,,
2015-04-12,236.1529998779297,,,,
2015-04-13,224.58700561523438,,,,
2015-04-14,219.15899658203125,,,,
2015-04-15,223.83299255371094,,,,
2015-04-16,228.572998046875,,,,
2015-04-17,222.8820037841797,,,,
2015-04-18,223.3560028076172,,,,
2015-04-19,222.60000610351562,,,,
2015-04-20,224.62600708007812,,,,
2015-04-21,235.2689971923828,,,,
2015-04-22,234.17599487304688,,,,
2015-04-23,236.46200561523438,,,,
2015-04-24,231.26800537109375,,,,
2015-04-25,226.38999938964844,,,,
2015-04-26,219.42999267578125,,,,
2015-04-27,229.28599548339844,,,,
2015-04-28,225.85499572753906,,,,
2015-04-29,225.80799865722656,,,,
2015-04-30,236.14500427246094,,,,
2015-05-01,232.07899475097656,,,,
2015-05-02,234.92999267578125,,,,
2015-05-03,240.35800170898438,,,,
2015-05-04,239.01800537109375,,,,
2015-05-05,236.12100219726562,,,,
2015-05-06,229.78199768066406,,,,
2015-05-07,237.33399963378906,,,,
2015-05-08,243.86300659179688,,,,
2015-05-09,241.83200073242188,,,,
2015-05-10,240.29600524902344,,,,
2015-05-11,242.1580047607422,,,,
2015-05-12,241.11199951171875,,,,
2015-05-13,236.3769989013672,,,,
2015-05-14,236.9290008544922,,,,
2015-05-15,237.60499572753906,,,,
2015-05-16,236.1529998779297,,,,
2015-05-17,236.802001953125,,,,
2015-05-18,233.1280059814453,,,,
2015-05-19,231.94700622558594,,,,
2015-05-20,234.01800537109375,,,,
2015-05-21,235.343994140625,,,,
2015-05-22,240.34800720214844,,,,
2015-05-23,238.8719940185547,,,,
2015-05-24,240.9530029296875,,,,
2015-05-25,237.11000061035156,,,,
2015-05-26,237.11599731445312,,,,
2015-05-27,237.2830047607422,,,,
2015-05-28,237.4080047607422,,,,
2015-05-29,237.0959930419922,,,,
2015-05-30,233.34500122070312,,,,
2015-05-31,230.19000244140625,,,,
2015-06-01,222.92599487304688,,,,
2015-06-02,225.80299377441406,,,,
2015-06-03,225.87399291992188,,,,
2015-06-04,224.32400512695312,,,,
2015-06-05,224.95199584960938,,,,
2015-06-06,225.61900329589844,,,,
2015-06-07,222.88099670410156,,,,
2015-06-08,228.48899841308594,,,,
2015-06-09,229.04800415039062,,,,
2015-06-10,228.80299377441406,,,,
2015-06-11,229.7050018310547,,,,
2015-06-12,229.98199462890625,,,,
2015-06-13,232.40199279785156,,,,
2015-06-14,233.54299926757812,,,,
2015-06-15,236.822998046875,,,,
2015-06-16,250.89500427246094,,,,
2015-06-17,249.28399658203125,,,,
2015-06-18,249.0070037841797,,,,
2015-06-19,244.6060028076172,,,,
2015-06-20,245.21200561523438,,,,
2015-06-21,243.94400024414062,,,,
2015-06-22,246.99000549316406,,,,
2015-06-23,244.29600524902344,,,,
2015-06-24,240.51499938964844,,,,
2015-06-25,242.7989959716797,,,,
2015-06-26,243.593994140625,,,,
2015-06-27,250.99000549316406,,,,
2015-06-28,249.01100158691406,,,,
2015-06-29,257.0639953613281,,,,
2015-06-30,263.0719909667969,,,,
2015-07-01,258.6210021972656,,,,
2015-07-02,255.41200256347656,,,,
2015-07-03,256.33599853515625,,,,
2015-07-04,260.885986328125,,,,
2015-07-05,271.9129943847656,,,,
2015-07-06,269.0299987792969,,,,
2015-07-07,266.2070007324219,,,,
2015-07-08,270.7850036621094,,,,
2015-07-09,269.2279968261719,,,,
2015-07-10,284.8940124511719,,,,
2015-07-11,293.114990234375,,,,
2015-07-12,310.86700439453125,,,,
2015-07-13,292.0539855957031,,,,
2015-07-14,287.4639892578125,,,,
2015-07-15,285.8290100097656,,,,
2015-07-16,278.0889892578125,,,,
2015-07-17,279.47198486328125,,,,
2015-07-18,274.9010009765625,,,,
2015-07-19,273.614013671875,,,,
2015-07-20,278.9809875488281,,,,
2015-07-21,275.8330078125,,,,
2015-07-22,277.22198486328125,,,,
2015-07-23,276.04901123046875,,,,
2015-07-24,288.27801513671875,,,,
2015-07-25,288.6969909667969,,,,
2015-07-26,292.6860046386719,,,,
2015-07-27,293.6239929199219,,,,
2015-07-28,294.427001953125,,,,
2015-07-29,289.5899963378906,,,,
2015-07-30,287.72198486328125,,,,
2015-07-31,284.6499938964844,,,,
2015-08-01,281.60101318359375,,,,
2015-08-02,282.614013671875,,,,
2015-08-03,281.22698974609375,,,,
2015-08-04,285.2179870605469,,,,
2015-08-05,281.8819885253906,,,,
2015-08-06,278.5769958496094,,,,
2015-08-07,279.5849914550781,,,,
2015-08-08,260.99700927734375,,,,
2015-08-09,265.0830078125,,,,
2015-08-10,264.4700012207031,,,,
2015-08-11,270.385986328125,,,,
2015-08-12,266.3760070800781,,,,
2015-08-13,264.0799865722656,,,,
2015-08-14,265.67999267578125,,,,
2015-08-15,261.5509948730469,,,,
2015-08-16,258.5069885253906,,,,
2015-08-17,257.97601318359375,,,,
2015-08-18,211.07899475097656,,,,
2015-08-19,226.6840057373047,,,,
2015-08-20,235.35000610351562,,,,
2015-08-21,232.56900024414062,,,,
2015-08-22,230.38999938964844,,,,
2015-08-23,228.16900634765625,,,,
2015-08-24,210.4949951171875,,,,
2015-08-25,221.60899353027344,,,,
2015-08-26,225.83099365234375,,,,
2015-08-27,224.7689971923828,,,,
2015-08-28,231.39599609375,,,,
2015-08-29,229.77999877929688,,,,
2015-08-30,228.76100158691406,,,,
2015-08-31,230.05599975585938,,,,
2015-09-01,228.12100219726562,,,,
2015-09-02,229.28399658203125,,,,
2015-09-03,227.18299865722656,,,,
2015-09-04,230.29800415039062,,,,
2015-09-05,235.0189971923828,,,,
2015-09-06,239.83999633789062,,,,
2015-09-07,239.8470001220703,,,,
2015-09-08,243.60699462890625,,,,
2015-09-09,238.16799926757812,,,,
2015-09-10,238.4770050048828,,,,
2015-09-11,240.10699462890625,,,,
2015-09-12,235.22900390625,,,,
2015-09-13,230.51199340820312,,,,
2015-09-14,230.6439971923828,,,,
2015-09-15,230.3040008544922,,,,
2015-09-16,229.09100341796875,,,,
2015-09-17,229.80999755859375,,,,
2015-09-18,232.97500610351562,,,,
2015-09-19,231.4929962158203,,,,
2015-09-20,231.21200561523438,,,,
2015-09-21,227.0850067138672,,,,
2015-09-22,230.6179962158203,,,,
2015-09-23,230.2830047607422,,,,
2015-09-24,234.5290069580078,,,,
2015-09-25,235.1439971923828,,,,
2015-09-26,234.33999633789062,,,,
2015-09-27,232.7570037841797,,,,
2015-09-28,239.14199829101562,,,,
2015-09-29,236.68699645996094,,,,
2015-09-30,236.05999755859375,,,,
2015-10-01,237.5489959716797,,,,
2015-10-02,237.29299926757812,,,,
2015-10-03,238.72999572753906,,,,
2015-10-04,238.25900268554688,,,,
2015-10-05,240.38299560546875,,,,
2015-10-06,246.06300354003906,,,,
2015-10-07,242.968994140625,,,,
2015-10-08,242.3040008544922,,,,
2015-10-09,243.93099975585938,,,,
2015-10-10,244.9409942626953,,,,
2015-10-11,247.0500030517578,,,,
2015-10-12,245.30799865722656,,,,
2015-10-13,249.50799560546875,,,,
2015-10-14,251.98899841308594,,,,
2015-10-15,254.32000732421875,,,,
2015-10-16,262.8689880371094,,,,
2015-10-17,270.6400146484375,,,,
2015-10-18,261.64300537109375,,,,
2015-10-19,263.43701171875,,,,
2015-10-20,269.4630126953125,,,,
2015-10-21,266.2720031738281,,,,
2015-10-22,274.02301025390625,,,,
2015-10-23,276.4960021972656,,,,
2015-10-24,281.65399169921875,,,,
2015-10-25,283.67999267578125,,,,
2015-10-26,285.29998779296875,,,,
2015-10-27,293.7879943847656,,,,
2015-10-28,304.6180114746094,,,,
2015-10-29,313.8550109863281,,,,
2015-10-30,328.0150146484375,,,,
2015-10-31,314.1659851074219,,,,
2015-11-01,325.4309997558594,,,,
2015-11-02,361.1889953613281,,,,
2015-11-03,403.4169921875,,,,
2015-11-04,411.56298828125,,,,
2015-11-05,386.35400390625,,,,
2015-11-06,374.4700012207031,,,,
2015-11-07,386.48199462890625,,,,
2015-11-08,373.3680114746094,,,,
2015-11-09,380.2569885253906,,,,
2015-11-10,336.8190002441406,,,,
2015-11-11,311.0840148925781,,,,
2015-11-12,338.1520080566406,,,,
2015-11-13,336.75299072265625,,,,
2015-11-14,332.906005859375,,,,
2015-11-15,320.1659851074219,,,,
2015-11-16,330.7510070800781,,,,
2015-11-17,335.093994140625,,,,
2015-11-18,334.5899963378906,,,,
2015-11-19,326.14898681640625,,,,
2015-11-20,322.0220031738281,,,,
2015-11-21,326.927001953125,,,,
2015-11-22,324.5360107421875,,,,
2015-11-23,323.0459899902344,,,,
2015-11-24,320.0459899902344,,,,
2015-11-25,328.20599365234375,,,,
2015-11-26,352.6839904785156,,,,
2015-11-27,358.0419921875,,,,
2015-11-28,357.3810119628906,,,,
2015-11-29,371.29400634765625,,,,
2015-11-30,377.3210144042969,,,,
2015-12-01,362.4880065917969,,,,
2015-12-02,359.18701171875,,,,
2015-12-03,361.0459899902344,,,,
2015-12-04,363.1830139160156,,,,
2015-12-05,388.9490051269531,,,,
2015-12-06,388.7829895019531,,,,
2015-12-07,395.5360107421875,,,,
2015-12-08,415.56298828125,,,,
2015-12-09,417.56298828125,,,,
2015-12-10,415.47900390625,,,,
2015-12-11,451.93798828125,,,,
2015-12-12,434.99700927734375,,,,
2015-12-13,433.7550048828125,,,,
2015-12-14,444.1820068359375,,,,
2015-12-15,465.3210144042969,,,,
2015-12-16,454.9339904785156,,,,
2015-12-17,456.0780029296875,,,,
2015-12-18,463.6159973144531,,,,
2015-12-19,462.3219909667969,,,,
2015-12-20,442.68499755859375,,,,
2015-12-21,438.6390075683594,,,,
2015-12-22,436.5719909667969,,,,
2015-12-23,442.4010009765625,,,,
2015-12-24,454.9849853515625,,,,
2015-12-25,455.65301513671875,,,,
2015-12-26,417.27398681640625,,,,
2015-12-27,422.822998046875,,,,
2015-12-28,422.27899169921875,,,,
2015-12-29,432.9830017089844,,,,
2015-12-30,426.6199951171875,,,,
2015-12-31,430.5669860839844,,,,
2016-01-01,434.3340148925781,,,,
2016-01-02,433.43798828125,,,,
2016-01-03,430.010986328125,,,,
2016-01-04,433.09100341796875,,,,
2016-01-05,431.9599914550781,,,,
2016-01-06,429.1050109863281,,,,
2016-01-07,458.0480041503906,,,,
2016-01-08,453.2300109863281,,,,
2016-01-09,447.6109924316406,,,,
2016-01-10,447.9909973144531,,,,
2016-01-11,448.4280090332031,,,,
2016-01-12,435.69000244140625,,,,
2016-01-13,432.3710021972656,,,,
2016-01-14,430.3059997558594,,,,
2016-01-15,364.33099365234375,,,,
2016-01-16,387.5360107421875,,,,
2016-01-17,382.29901123046875,,,,
2016-01-18,387.1679992675781,,,,
2016-01-19,380.14898681640625,,,,
2016-01-20,420.2300109863281,,,,
2016-01-21,410.2619934082031,,,,
2016-01-22,382.49200439453125,,,,
2016-01-23,387.4909973144531,,,,
2016-01-24,402.97100830078125,,,,
2016-01-25,391.72601318359375,,,,
2016-01-26,392.15301513671875,,,,
2016-01-27,394.97198486328125,,,,
2016-01-28,380.28900146484375,,,,
2016-01-29,379.4739990234375,,,,
2016-01-30,378.2550048828125,,,,
2016-01-31,368.7669982910156,,,,
2016-02-01,373.0559997558594,,,,
2016-02-02,374.447998046875,,,,
2016-02-03,369.9490051269531,,,,
2016-02-04,389.593994140625,,,,
2016-02-05,386.54901123046875,,,,
2016-02-06,376.5220031738281,,,,
2016-02-07,376.6199951171875,,,,
2016-02-08,373.4469909667969,,,,
2016-02-09,376.02899169921875,,,,
2016-02-10,381.64898681640625,,,,
2016-02-11,379.65399169921875,,,,
2016-02-12,384.26300048828125,,,,
2016-02-13,391.8599853515625,,,,
2016-02-14,407.2300109863281,,,,
2016-02-15,400.18499755859375,,,,
2016-02-16,407.4880065917969,,,,
2016-02-17,416.3219909667969,,,,
2016-02-18,422.37298583984375,,,,
2016-02-19,420.7850036621094,,,,
2016-02-20,437.16400146484375,,,,
2016-02-21,438.7980041503906,,,,
2016-02-22,437.74798583984375,,,,
2016-02-23,420.7359924316406,,,,
2016-02-24,424.9549865722656,,,,
2016-02-25,424.54400634765625,,,,
2016-02-26,432.1520080566406,,,,
2016-02-27,432.5190124511719,,,,
2016-02-28,433.5039978027344,,,,
2016-02-29,437.6969909667969,,,,
2016-03-01,435.12298583984375,,,,
2016-03-02,423.989013671875,,,,
2016-03-03,421.6510009765625,,,,
2016-03-04,410.9389953613281,,,,
2016-03-05,400.57000732421875,,,,
2016-03-06,407.7070007324219,,,,
2016-03-07,414.3210144042969,,,,
2016-03-08,413.97198486328125,,,,
2016-03-09,414.8599853515625,,,,
2016-03-10,417.1310119628906,,,,
2016-03-11,421.69000244140625,,,,
2016-03-12,411.6239929199219,,,,
2016-03-13,414.06500244140625,,,,
2016-03-14,416.43798828125,,,,
2016-03-15,416.8299865722656,,,,
2016-03-16,417.010986328125,,,,
2016-03-17,420.6210021972656,,,,
2016-03-18,409.5480041503906,,,,
2016-03-19,410.4440002441406,,,,
2016-03-20,413.7550048828125,,,,
2016-03-21,413.3070068359375,,,,
2016-03-22,418.0889892578125,,,,
2016-03-23,418.0409851074219,,,,
2016-03-24,416.3940124511719,,,,
2016-03-25,417.177001953125,,,,
2016-03-26,417.94500732421875,,,,
2016-03-27,426.7650146484375,,,,
2016-03-28,424.2309875488281,,,,
2016-03-29,416.5159912109375,,,,
2016-03-30,414.8160095214844,,,,
2016-03-31,416.72900390625,,,,
2016-04-01,417.9599914550781,,,,
2016-04-02,420.87298583984375,,,,
2016-04-03,420.90399169921875,,,,
2016-04-04,421.4440002441406,,,,
2016-04-05,424.0299987792969,,,,
2016-04-06,423.4129943847656,,,,
2016-04-07,422.7449951171875,,,,
2016-04-08,420.3489990234375,,,,
2016-04-09,419.4110107421875,,,,
2016-04-10,421.5639953613281,,,,
2016-04-11,422.4830017089844,,,,
2016-04-12,425.19000244140625,,,,
2016-04-13,423.7340087890625,,,,
2016-04-14,424.2820129394531,,,,
2016-04-15,429.7130126953125,,,,
2016-04-16,430.5719909667969,,,,
2016-04-17,427.39898681640625,,,,
2016-04-18,428.59100341796875,,,,
2016-04-19,435.5090026855469,,,,
2016-04-20,441.3890075683594,,,,
2016-04-21,449.42498779296875,,,,
2016-04-22,445.73699951171875,,,,
2016-04-23,450.2820129394531,,,,
2016-04-24,458.55499267578125,,,,
2016-04-25,461.4259948730469,,,,
2016-04-26,466.0889892578125,,,,
2016-04-27,444.68701171875,,,,
2016-04-28,449.010986328125,,,,
2016-04-29,455.09698486328125,,,,
2016-04-30,448.3179931640625,,,,
2016-05-01,451.875,,,,
2016-05-02,444.66900634765625,,,,
2016-05-03,450.3039855957031,,,,
2016-05-04,446.72198486328125,,,,
2016-05-05,447.97601318359375,,,,
2016-05-06,459.6029968261719,,,,
2016-05-07,458.5360107421875,,,,
2016-05-08,458.5480041503906,,,,
2016-05-09,460.4830017089844,,,,
2016-05-10,450.8949890136719,,,,
2016-05-11,452.7279968261719,,,,
2016-05-12,454.7659912109375,,,,
2016-05-13,455.6700134277344,,,,
2016-05-14,455.6709899902344,,,,
2016-05-15,457.5679931640625,,,,
2016-05-16,454.1629943847656,,,,
2016-05-17,453.7829895019531,,,,
2016-05-18,454.6189880371094,,,,
2016-05-19,438.7149963378906,,,,
2016-05-20,442.6759948730469,,,,
2016-05-21,443.18798828125,,,,
2016-05-22,439.322998046875,,,,
2016-05-23,444.1549987792969,,,,
2016-05-24,445.9809875488281,,,,
2016-05-25,449.5989990234375,,,,
2016-05-26,453.3840026855469,,,,
2016-05-27,473.4639892578125,,,,
2016-05-28,530.0399780273438,,,,
2016-05-29,526.2329711914062,,,,
2016-05-30,533.864013671875,,,,
2016-05-31,531.385986328125,,,,
2016-06-01,536.9199829101562,,,,
2016-06-02,537.9719848632812,,,,
2016-06-03,569.1939697265625,,,,
2016-06-04,572.7269897460938,,,,
2016-06-05,574.9769897460938,,,,
2016-06-06,585.5369873046875,,,,
2016-06-07,576.5969848632812,,,,
2016-06-08,581.64501953125,,,,
2016-06-09,574.6300048828125,,,,
2016-06-10,577.469970703125,,,,
2016-06-11,606.7269897460938,,,,
2016-06-12,672.7839965820312,,,,
2016-06-13,704.3759765625,,,,
2016-06-14,685.5590209960938,,,,
2016-06-15,694.468994140625,,,,
2016-06-16,766.3079833984375,,,,
2016-06-17,748.9089965820312,,,,
2016-06-18,756.2269897460938,,,,
2016-06-19,763.781005859375,,,,
2016-06-20,737.2260131835938,,,,
2016-06-21,666.6519775390625,,,,
2016-06-22,596.1160278320312,,,,
2016-06-23,623.9769897460938,,,,
2016-06-24,665.2990112304688,,,,
2016-06-25,665.1229858398438,,,,
2016-06-26,629.3670043945312,,,,
2016-06-27,655.2750244140625,,,,
2016-06-28,647.0009765625,,,,
2016-06-29,639.8900146484375,,,,
2016-06-30,673.3369750976562,,,,
2016-07-01,676.2960205078125,,,,
2016-07-02,703.7020263671875,,,,
2016-07-03,658.6640014648438,,,,
2016-07-04,683.6619873046875,,,,
2016-07-05,670.6270141601562,,,,
2016-07-06,677.3309936523438,,,,
2016-07-07,640.56201171875,,,,
2016-07-08,666.5230102539062,,,,
2016-07-09,650.9600219726562,,,,
2016-07-10,649.3599853515625,,,,
2016-07-11,647.6589965820312,,,,
2016-07-12,664.551025390625,,,,
2016-07-13,654.468017578125,,,,
2016-07-14,658.0780029296875,,,,
2016-07-15,663.2550048828125,,,,
2016-07-16,660.7670288085938,,,,
2016-07-17,679.458984375,,,,
2016-07-18,673.1060180664062,,,,
2016-07-19,672.864013671875,,,,
2016-07-20,665.6849975585938,,,,
2016-07-21,665.0120239257812,,,,
2016-07-22,650.6190185546875,,,,
2016-07-23,655.5560302734375,,,,
2016-07-24,661.2849731445312,,,,
2016-07-25,654.0969848632812,,,,
2016-07-26,651.7839965820312,,,,
2016-07-27,654.3519897460938,,,,
2016-07-28,655.0349731445312,,,,
2016-07-29,656.9920043945312,,,,
2016-07-30,655.0469970703125,,,,
2016-07-31,624.6810302734375,,,,
2016-08-01,606.27197265625,,,,
2016-08-02,547.4650268554688,,,,
2016-08-03,566.35498046875,,,,
2016-08-04,578.2890014648438,,,,
2016-08-05,575.0430297851562,,,,
2016-08-06,587.7780151367188,,,,
2016-08-07,592.6900024414062,,,,
2016-08-08,591.0540161132812,,,,
2016-08-09,587.801025390625,,,,
2016-08-10,592.10302734375,,,,
2016-08-11,589.1199951171875,,,,
2016-08-12,587.5590209960938,,,,
2016-08-13,585.5880126953125,,,,
2016-08-14,570.4730224609375,,,,
2016-08-15,567.239990234375,,,,
2016-08-16,577.4390258789062,,,,
2016-08-17,573.2160034179688,,,,
2016-08-18,574.3179931640625,,,,
2016-08-19,575.6300048828125,,,,
2016-08-20,581.697021484375,,,,
2016-08-21,581.3079833984375,,,,
2016-08-22,586.7529907226562,,,,
2016-08-23,583.4149780273438,,,,
2016-08-24,580.1820068359375,,,,
2016-08-25,577.760986328125,,,,
2016-08-26,579.6510009765625,,,,
2016-08-27,569.947021484375,,,,
2016-08-28,573.9119873046875,,,,
2016-08-29,574.1069946289062,,,,
2016-08-30,577.5029907226562,,,,
2016-08-31,575.4719848632812,,,,
2016-09-01,572.302978515625,,,,
2016-09-02,575.5369873046875,,,,
2016-09-03,598.2119750976562,,,,
2016-09-04,608.6339721679688,,,,
2016-09-05,606.5900268554688,,,,
2016-09-06,610.4359741210938,,,,
2016-09-07,614.5440063476562,,,,
2016-09-08,626.3159790039062,,,,
2016-09-09,622.8610229492188,,,,
2016-09-10,623.5089721679688,,,,
2016-09-11,606.718994140625,,,,
2016-09-12,608.2429809570312,,,,
2016-09-13,609.2410278320312,,,,
2016-09-14,610.6840209960938,,,,
2016-09-15,607.155029296875,,,,
2016-09-16,606.9730224609375,,,,
2016-09-17,605.9840087890625,,,,
2016-09-18,609.8740234375,,,,
2016-09-19,609.2269897460938,,,,
2016-09-20,608.31201171875,,,,
2016-09-21,597.1489868164062,,,,
