,BTC-USD,ETH-USD,ADA-USD,XRP-USD,SOL-USD
,Close,Close,Close,Close,Close
Date,,,,,
2019-06-10,8000.32958984375,247.52012634277344,0.08553700149059296,0.4004270136356354,
2019-06-11,7927.71435546875,245.78182983398438,0.0879649966955185,0.3942610025405884,
2019-06-12,8145.857421875,260.9032897949219,0.09652499854564667,0.4017600119113922,
2019-06-13,8230.923828125,256.1687927246094,0.08973900228738785,0.40088701248168945,
2019-06-14,8693.8330078125,264.08746337890625,0.09061899781227112,0.40592101216316223,
2019-06-15,8838.375,269.0193176269531,0.09168300032615662,0.4104189872741699,
2019-06-16,8994.48828125,269.22320556640625,0.0923210009932518,0.42751601338386536,
2019-06-17,9320.3525390625,274.3511047363281,0.09355700016021729,0.44808000326156616,
2019-06-18,9081.7626953125,265.0518493652344,0.08914799988269806,0.42876100540161133,
2019-06-19,9273.521484375,269.4317932128906,0.08997900038957596,0.4368169903755188,
2019-06-20,9527.16015625,271.69500732421875,0.08738499879837036,0.42982301115989685,
2019-06-21,10144.556640625,294.9102783203125,0.08956199884414673,0.44318801164627075,
2019-06-22,10701.69140625,309.38031005859375,0.09436699748039246,0.47476398944854736,
2019-06-23,10855.37109375,307.8277893066406,0.09664399921894073,0.4682910144329071,
2019-06-24,11011.1025390625,310.4246826171875,0.09771899878978729,0.47008800506591797,
2019-06-25,11790.9169921875,318.1263122558594,0.09635700285434723,0.4682289958000183,
2019-06-26,13016.2314453125,336.753173828125,0.09681999683380127,0.4674510061740875,
2019-06-27,11182.806640625,294.26763916015625,0.08644899725914001,0.40875399112701416,
2019-06-28,12407.33203125,311.2261047363281,0.08929499983787537,0.42731499671936035,
2019-06-29,11959.37109375,320.05889892578125,0.09042199701070786,0.4293780028820038,
2019-06-30,10817.1552734375,290.69598388671875,0.08209799975156784,0.3964110016822815,
2019-07-01,10583.134765625,293.64111328125,0.08382199704647064,0.4068619906902313,
2019-07-02,10801.677734375,291.596435546875,0.08107700198888779,0.40020400285720825,
2019-07-03,11961.26953125,303.0999755859375,0.08299800008535385,0.4085319936275482,
2019-07-04,11215.4375,284.5232238769531,0.07777400314807892,0.38871899247169495,
2019-07-05,10978.4599609375,287.9975280761719,0.07653199881315231,0.37896400690078735,
2019-07-06,11208.55078125,287.547119140625,0.07733500003814697,0.3890550136566162,
2019-07-07,11450.8466796875,305.7005615234375,0.07996399700641632,0.3970470130443573,
2019-07-08,12285.9580078125,313.25140380859375,0.08047600090503693,0.40153300762176514,
2019-07-09,12573.8125,308.8810119628906,0.0779929980635643,0.3941679894924164,
2019-07-10,12156.5126953125,290.0023193359375,0.07193999737501144,0.36377501487731934,
2019-07-11,11358.662109375,268.70404052734375,0.06519900262355804,0.33033499121665955,
2019-07-12,11815.986328125,276.2767028808594,0.06975399702787399,0.34411799907684326,
2019-07-13,11392.37890625,269.45880126953125,0.06677000224590302,0.3321790099143982,
2019-07-14,10256.05859375,227.57806396484375,0.059429001063108444,0.3064259886741638,
2019-07-15,10895.08984375,229.7760009765625,0.059537000954151154,0.315310001373291,
2019-07-16,9477.6416015625,199.1886749267578,0.05205199867486954,0.2967259883880615,
2019-07-17,9693.802734375,211.48497009277344,0.0552389994263649,0.3106130063533783,
2019-07-18,10666.482421875,226.566162109375,0.058772001415491104,0.32317599654197693,
2019-07-19,10530.732421875,221.3334197998047,0.059787001460790634,0.32060500979423523,
2019-07-20,10767.1396484375,229.1192169189453,0.0629580020904541,0.33320900797843933,
2019-07-21,10599.10546875,225.63076782226562,0.0612029992043972,0.3313089907169342,
2019-07-22,10343.1064453125,217.5600128173828,0.05946600064635277,0.3221060037612915,
2019-07-23,9900.767578125,212.728515625,0.05581200122833252,0.30992600321769714,
2019-07-24,9811.92578125,217.04637145996094,0.059046000242233276,0.3159469962120056,
2019-07-25,9911.841796875,219.6179962158203,0.058664001524448395,0.31481000781059265,
2019-07-26,9870.3037109375,219.62960815429688,0.06288400292396545,0.323529988527298,
2019-07-27,9477.677734375,207.40830993652344,0.05987099930644035,0.3105280101299286,
2019-07-28,9552.8603515625,211.18655395507812,0.059473998844623566,0.31228798627853394,
2019-07-29,9519.1455078125,211.26805114746094,0.06039299815893173,0.3106580078601837,
2019-07-30,9607.423828125,210.52259826660156,0.05994400009512901,0.3184700012207031,
2019-07-31,10085.6279296875,218.65414428710938,0.060152001678943634,0.3209089934825897,
2019-08-01,10399.6689453125,217.80844116210938,0.05887199938297272,0.317905992269516,
2019-08-02,10518.1748046875,217.87156677246094,0.05741199851036072,0.31239399313926697,
2019-08-03,10821.7265625,222.49034118652344,0.0577629990875721,0.3167569935321808,
2019-08-04,10970.1845703125,222.6697235107422,0.05627100169658661,0.31984201073646545,
2019-08-05,11805.6533203125,234.21502685546875,0.05668000131845474,0.32356399297714233,
2019-08-06,11478.1689453125,226.02064514160156,0.05336900055408478,0.3113259971141815,
2019-08-07,11941.96875,226.39100646972656,0.051906000822782516,0.31196901202201843,
2019-08-08,11966.4072265625,220.94186401367188,0.05197000131011009,0.3076609969139099,
2019-08-09,11862.9365234375,210.48890686035156,0.047641001641750336,0.297342985868454,
2019-08-10,11354.0244140625,206.73353576660156,0.05198099836707115,0.29872098565101624,
2019-08-11,11523.5791015625,216.09286499023438,0.05498100072145462,0.3019149899482727,
2019-08-12,11382.6162109375,211.28807067871094,0.05293799936771393,0.3003219962120056,
2019-08-13,10895.830078125,208.70904541015625,0.05256099998950958,0.29663899540901184,
2019-08-14,10051.7041015625,186.6077423095703,0.04699999839067459,0.2633430063724518,
2019-08-15,10311.5458984375,188.50205993652344,0.04751899838447571,0.26488199830055237,
2019-08-16,10374.3388671875,185.44007873535156,0.04684099927544594,0.26197099685668945,
2019-08-17,10231.744140625,185.68768310546875,0.04739300161600113,0.26572099328041077,
2019-08-18,10345.810546875,194.4935302734375,0.05073099955916405,0.2826460003852844,
2019-08-19,10916.0537109375,203.09193420410156,0.05029800161719322,0.28332799673080444,
2019-08-20,10763.232421875,196.56541442871094,0.049194999039173126,0.2758060097694397,
2019-08-21,10138.0498046875,186.89163208007812,0.047113001346588135,0.2662610113620758,
2019-08-22,10131.0556640625,191.33291625976562,0.04941000044345856,0.2709439992904663,
2019-08-23,10407.96484375,194.70620727539062,0.049789998680353165,0.276544988155365,
2019-08-24,10159.9609375,191.28956604003906,0.05017700046300888,0.2725529968738556,
2019-08-25,10138.517578125,186.84239196777344,0.04943900182843208,0.27008798718452454,
2019-08-26,10370.8203125,188.92938232421875,0.04969700053334236,0.2707880139350891,
2019-08-27,10185.5,187.51666259765625,0.04983900114893913,0.2696180045604706,
2019-08-28,9754.4228515625,173.8899688720703,0.04582500085234642,0.25745001435279846,
2019-08-29,9510.2001953125,169.51673889160156,0.044697001576423645,0.2570450007915497,
2019-08-30,9598.173828125,168.83486938476562,0.0448249988257885,0.25621798634529114,
2019-08-31,9630.6640625,172.46978759765625,0.04498999938368797,0.2592040002346039,
2019-09-01,9757.970703125,171.62942504882812,0.04454300180077553,0.2580539882183075,
2019-09-02,10346.7607421875,178.34735107421875,0.04536199942231178,0.2608200013637543,
2019-09-03,10623.5400390625,179.49932861328125,0.04677100107073784,0.263139009475708,
2019-09-04,10594.4931640625,175.99288940429688,0.045517001301050186,0.25990501046180725,
2019-09-05,10575.533203125,174.21713256835938,0.044436998665332794,0.2563459873199463,
2019-09-06,10353.302734375,169.9561767578125,0.04441500082612038,0.2523399889469147,
2019-09-07,10517.2548828125,178.2626190185547,0.04619799926877022,0.260686993598938,
2019-09-08,10441.2763671875,181.35552978515625,0.04671899974346161,0.2630839943885803,
2019-09-09,10334.974609375,181.1494598388672,0.04693099856376648,0.2595619857311249,
2019-09-10,10115.9755859375,179.78717041015625,0.046509999781847,0.25867098569869995,
2019-09-11,10178.3720703125,178.72549438476562,0.04498999938368797,0.2559559941291809,
2019-09-12,10410.126953125,181.01609802246094,0.045451998710632324,0.25481098890304565,
2019-09-13,10360.546875,181.10972595214844,0.04575299844145775,0.2555510103702545,
2019-09-14,10358.048828125,188.1055145263672,0.04652399942278862,0.2611669898033142,
2019-09-15,10347.712890625,189.78912353515625,0.04679900035262108,0.26162800192832947,
2019-09-16,10276.7939453125,197.11317443847656,0.04707099869847298,0.2609519958496094,
2019-09-17,10241.2724609375,208.60874938964844,0.049008000642061234,0.28501299023628235,
2019-09-18,10198.248046875,211.39303588867188,0.05329199880361557,0.3137759864330292,
2019-09-19,10266.4150390625,221.28085327148438,0.05250399932265282,0.3024410009384155,
2019-09-20,10181.6416015625,218.050048828125,0.05234000086784363,0.29447001218795776,
2019-09-21,10019.716796875,215.51620483398438,0.05192200094461441,0.2894429862499237,
2019-09-22,10070.392578125,211.54537963867188,0.04911100119352341,0.27893099188804626,
2019-09-23,9729.32421875,201.9213104248047,0.04626400023698807,0.2686749994754791,
2019-09-24,8620.56640625,168.11073303222656,0.03757299855351448,0.23522600531578064,
2019-09-25,8486.9931640625,170.8927001953125,0.039395999163389206,0.24644100666046143,
2019-09-26,8118.9677734375,166.7271270751953,0.03822899982333183,0.24378399550914764,
2019-09-27,8251.845703125,174.71099853515625,0.039531998336315155,0.2440209984779358,
2019-09-28,8245.9150390625,174.57289123535156,0.03882699832320213,0.24257099628448486,
2019-09-29,8104.185546875,170.50347900390625,0.0374860018491745,0.2413879930973053,
2019-09-30,8293.8681640625,179.87220764160156,0.038885001093149185,0.2559329867362976,
2019-10-01,8343.2763671875,177.34042358398438,0.03850699961185455,0.2495650053024292,
2019-10-02,8393.0419921875,180.71051025390625,0.039445001631975174,0.25353899598121643,
2019-10-03,8259.9921875,175.1993408203125,0.03836100175976753,0.24785999953746796,
2019-10-04,8205.939453125,176.98500061035156,0.039666999131441116,0.2539350092411041,
2019-10-05,8151.50048828125,176.3515167236328,0.039730001240968704,0.2534570097923279,
2019-10-06,7988.15576171875,173.05914306640625,0.03932400047779083,0.2577050030231476,
2019-10-07,8245.623046875,181.18634033203125,0.0416719987988472,0.27568501234054565,
2019-10-08,8228.783203125,182.0215606689453,0.04144100099802017,0.27845901250839233,
2019-10-09,8595.740234375,193.2932586669922,0.042628999799489975,0.28162699937820435,
2019-10-10,8586.4736328125,191.65966796875,0.04166100174188614,0.27207300066947937,
2019-10-11,8321.7568359375,182.56968688964844,0.040623001754283905,0.2710990011692047,
2019-10-12,8336.5556640625,180.82664489746094,0.04054199904203415,0.27319100499153137,
2019-10-13,8321.005859375,182.0751495361328,0.04132499918341637,0.2777650058269501,
2019-10-14,8374.6865234375,186.96090698242188,0.04178899899125099,0.29652300477027893,
2019-10-15,8205.369140625,181.40606689453125,0.03976599872112274,0.28870201110839844,
2019-10-16,8047.52685546875,176.0135040283203,0.03874099999666214,0.28464001417160034,
2019-10-17,8103.9111328125,178.02835083007812,0.03952400013804436,0.30231499671936035,
2019-10-18,7973.20751953125,173.621337890625,0.03807299956679344,0.2950049936771393,
2019-10-19,7988.560546875,172.91302490234375,0.03922500088810921,0.2930220067501068,
2019-10-20,8222.078125,175.5343780517578,0.03952899947762489,0.2941789925098419,
2019-10-21,8243.720703125,174.92098999023438,0.0392800010740757,0.29297900199890137,
2019-10-22,8078.203125,172.3008575439453,0.038816001266241074,0.29160699248313904,
2019-10-23,7514.671875,162.4027862548828,0.03640900179743767,0.2741430103778839,
2019-10-24,7493.48876953125,162.16854858398438,0.03768499940633774,0.27849099040031433,
2019-10-25,8660.7001953125,181.52320861816406,0.04124600067734718,0.2981649935245514,
2019-10-26,9244.97265625,179.83547973632812,0.040546998381614685,0.2936989963054657,
2019-10-27,9551.71484375,184.24221801757812,0.04233499988913536,0.29809999465942383,
2019-10-28,9256.1484375,182.66281127929688,0.0423629991710186,0.2960070073604584,
2019-10-29,9427.6875,190.3425750732422,0.04344400018453598,0.3019559979438782,
2019-10-30,9205.7265625,184.69216918945312,0.0419670008122921,0.2965550124645233,
2019-10-31,9199.5849609375,183.9669189453125,0.04163600131869316,0.29635798931121826,
2019-11-01,9261.1044921875,183.9698944091797,0.04234499856829643,0.2926419973373413,
2019-11-02,9324.7177734375,183.92572021484375,0.04259900003671646,0.2962630093097687,
2019-11-03,9235.3544921875,182.42501831054688,0.041930001229047775,0.2912609875202179,
2019-11-04,9412.6123046875,186.35519409179688,0.04323599860072136,0.29993700981140137,
2019-11-05,9342.52734375,189.30416870117188,0.0443280003964901,0.3012549877166748,
2019-11-06,9360.8798828125,191.59384155273438,0.04495599865913391,0.3100860118865967,
2019-11-07,9267.5615234375,187.97654724121094,0.043637000024318695,0.2924309968948364,
2019-11-08,8804.880859375,184.2114715576172,0.04229699820280075,0.2769530117511749,
2019-11-09,8813.58203125,185.02871704101562,0.042445000261068344,0.28019601106643677,
2019-11-10,9055.5263671875,189.47727966308594,0.04395800083875656,0.28020399808883667,
2019-11-11,8757.7880859375,185.48963928222656,0.0431939996778965,0.275085985660553,
2019-11-12,8815.662109375,186.84341430664062,0.04376700147986412,0.27241799235343933,
2019-11-13,8808.2626953125,188.2587432861328,0.04349200055003166,0.27303600311279297,
2019-11-14,8708.0947265625,185.9996337890625,0.043118998408317566,0.27039098739624023,
2019-11-15,8491.9921875,180.52117919921875,0.043974000960588455,0.26165398955345154,
2019-11-16,8550.7607421875,183.34835815429688,0.044172000139951706,0.2638860046863556,
2019-11-17,8577.9755859375,185.11923217773438,0.04542100057005882,0.2652530074119568,
2019-11-18,8309.2861328125,180.55960083007812,0.04380200058221817,0.2556529939174652,
2019-11-19,8206.1455078125,177.45555114746094,0.042541999369859695,0.2565000057220459,
2019-11-20,8027.26806640625,175.69834899902344,0.04117799922823906,0.25136399269104004,
2019-11-21,7642.75,161.4627227783203,0.038405999541282654,0.24376599490642548,
2019-11-22,7296.57763671875,150.26817321777344,0.03714799880981445,0.23160000145435333,
2019-11-23,7397.796875,153.41778564453125,0.038343001157045364,0.23618799448013306,
2019-11-24,7047.9169921875,142.83470153808594,0.03558799996972084,0.2231840044260025,
2019-11-25,7146.1337890625,146.47653198242188,0.03604799881577492,0.21862199902534485,
2019-11-26,7218.37109375,148.96507263183594,0.03699300065636635,0.22214500606060028,
2019-11-27,7531.66357421875,153.01055908203125,0.039048999547958374,0.22508099675178528,
2019-11-28,7463.10595703125,151.7175750732422,0.03919000178575516,0.22457000613212585,
2019-11-29,7761.24365234375,155.3041534423828,0.041423000395298004,0.23021699488162994,
2019-11-30,7569.6298828125,152.53968811035156,0.040424998849630356,0.22647400200366974,
2019-12-01,7424.29248046875,151.18572998046875,0.03958699852228165,0.22533300518989563,
2019-12-02,7321.98828125,149.0591583251953,0.03805600106716156,0.2195809930562973,
2019-12-03,7320.1455078125,147.9564208984375,0.03791699931025505,0.21987000107765198,
2019-12-04,7252.03466796875,146.74774169921875,0.037404999136924744,0.21634800732135773,
2019-12-05,7448.3076171875,149.24899291992188,0.03787099942564964,0.2229280024766922,
2019-12-06,7546.99658203125,149.19444274902344,0.0383169986307621,0.22550499439239502,
2019-12-07,7556.23779296875,148.76815795898438,0.038757000118494034,0.22844499349594116,
2019-12-08,7564.34521484375,151.2647247314453,0.038947999477386475,0.23043499886989594,
2019-12-09,7400.8994140625,148.2251739501953,0.03748299926519394,0.2254520058631897,
2019-12-10,7278.11962890625,146.2670440673828,0.03660599887371063,0.2243019938468933,
2019-12-11,7217.42724609375,143.60800170898438,0.0366550013422966,0.22205300629138947,
2019-12-12,7243.13427734375,145.60400390625,0.036722999066114426,0.21985900402069092,
2019-12-13,7269.6845703125,144.9447479248047,0.03710800036787987,0.22075499594211578,
2019-12-14,7124.673828125,142.86923217773438,0.03642699867486954,0.21735599637031555,
2019-12-15,7152.3017578125,143.114990234375,0.036653000861406326,0.21860100328922272,
2019-12-16,6932.48046875,133.61402893066406,0.034269001334905624,0.2072249948978424,
2019-12-17,6640.51513671875,122.60388946533203,0.03180000185966492,0.18369899690151215,
2019-12-18,7276.802734375,133.09219360351562,0.03446200117468834,0.19617600739002228,
2019-12-19,7202.84423828125,129.32113647460938,0.033250998705625534,0.19081899523735046,
2019-12-20,7218.81640625,129.06605529785156,0.03400399908423424,0.19531600177288055,
2019-12-21,7191.15869140625,128.13095092773438,0.03326199948787689,0.19408200681209564,
2019-12-22,7511.5888671875,132.3725128173828,0.03446599841117859,0.19697800278663635,
2019-12-23,7355.62841796875,128.6140899658203,0.03319999948143959,0.19094300270080566,
2019-12-24,7322.5322265625,129.0638885498047,0.0341619998216629,0.1921979933977127,
2019-12-25,7275.15576171875,126.45463562011719,0.03372799977660179,0.19071899354457855,
2019-12-26,7238.966796875,126.36122131347656,0.03428100049495697,0.19039399921894073,
2019-12-27,7290.08837890625,127.21460723876953,0.03310000151395798,0.19110199809074402,
2019-12-28,7317.990234375,128.3227081298828,0.03363199904561043,0.19322200119495392,
2019-12-29,7422.65283203125,134.7579803466797,0.03428399935364723,0.197051003575325,
2019-12-30,7292.9951171875,132.63348388671875,0.033594001084566116,0.194473996758461,
2019-12-31,7193.59912109375,129.61085510253906,0.03284500166773796,0.19289399683475494,
2020-01-01,7200.17431640625,130.802001953125,0.03345799818634987,0.19266700744628906,
2020-01-02,6985.47021484375,127.4101791381836,0.03275100141763687,0.1880429983139038,
2020-01-03,7344.88427734375,134.1717071533203,0.03418000042438507,0.19352099299430847,
2020-01-04,7410.65673828125,135.06936645507812,0.034595001488924026,0.19435499608516693,
2020-01-05,7411.3173828125,136.2767791748047,0.034720998257398605,0.1955370008945465,
2020-01-06,7769.21923828125,144.3041534423828,0.037271998822689056,0.22150999307632446,
2020-01-07,8163.6923828125,143.5439910888672,0.037046998739242554,0.21391700208187103,
2020-01-08,8079.86279296875,141.2581329345703,0.036435000598430634,0.20902599394321442,
2020-01-09,7879.0712890625,138.9792022705078,0.03635900095105171,0.20489899814128876,
2020-01-10,8166.55419921875,143.96377563476562,0.03687399998307228,0.21230599284172058,
2020-01-11,8037.53759765625,142.92710876464844,0.03682500123977661,0.21185100078582764,
2020-01-12,8192.494140625,145.87393188476562,0.037689998745918274,0.21563300490379333,
2020-01-13,8144.1943359375,144.22659301757812,0.036965999752283096,0.21261699497699738,
2020-01-14,8827.7646484375,165.95535278320312,0.04165999963879585,0.23468700051307678,
2020-01-15,8807.0107421875,166.23068237304688,0.04255300015211105,0.23289500176906586,
2020-01-16,8723.7861328125,164.39100646972656,0.041391000151634216,0.2285739928483963,
2020-01-17,8929.0380859375,170.7799530029297,0.04497800022363663,0.23877599835395813,
2020-01-18,8942.80859375,175.3656768798828,0.04485100135207176,0.24328599870204926,
2020-01-19,8706.2451171875,166.9698486328125,0.041978999972343445,0.23558500409126282,
2020-01-20,8657.642578125,167.12051391601562,0.043873000890016556,0.2332960069179535,
2020-01-21,8745.89453125,169.69715881347656,0.04598899930715561,0.23716600239276886,
2020-01-22,8680.8759765625,168.29415893554688,0.04565399885177612,0.23605599999427795,
2020-01-23,8406.515625,162.92855834960938,0.043333999812603,0.2261040061712265,
2020-01-24,8445.4345703125,163.05117797851562,0.04500399902462959,0.22304099798202515,
2020-01-25,8367.84765625,161.283935546875,0.043248001486063004,0.220427006483078,
2020-01-26,8596.830078125,168.0771026611328,0.04458099976181984,0.2306859940290451,
2020-01-27,8909.8193359375,170.93089294433594,0.047912001609802246,0.231222003698349,
2020-01-28,9358.58984375,176.3703155517578,0.05285700038075447,0.23848800361156464,
2020-01-29,9316.6298828125,175.0503387451172,0.05351400002837181,0.23573000729084015,
2020-01-30,9508.9931640625,184.6904754638672,0.0560699999332428,0.24364200234413147,
2020-01-31,9350.529296875,180.16017150878906,0.05379299819469452,0.23923300206661224,
2020-02-01,9392.875,183.6739501953125,0.056092001497745514,0.24145500361919403,
2020-02-02,9344.365234375,188.61753845214844,0.055768001824617386,0.25073400139808655,
2020-02-03,9293.521484375,189.8650665283203,0.05697900056838989,0.254626989364624,
2020-02-04,9180.962890625,189.25059509277344,0.05599600076675415,0.26680800318717957,
2020-02-05,9613.423828125,204.23023986816406,0.059230998158454895,0.2774679958820343,
2020-02-06,9729.8017578125,212.33908081054688,0.05975700169801712,0.2822139859199524,
2020-02-07,9795.943359375,222.72605895996094,0.059790000319480896,0.2792840003967285,
2020-02-08,9865.119140625,223.14651489257812,0.05994400009512901,0.2772429883480072,
2020-02-09,10116.673828125,228.5785675048828,0.0618089996278286,0.28245699405670166,
2020-02-10,9856.611328125,223.522705078125,0.06039400026202202,0.2740800082683563,
2020-02-11,10208.236328125,235.8511962890625,0.06322800368070602,0.2801409959793091,
2020-02-12,10326.0546875,265.4061279296875,0.06837300211191177,0.3043929934501648,
2020-02-13,10214.3798828125,268.0992431640625,0.0685809999704361,0.3267059922218323,
2020-02-14,10312.1162109375,284.2174987792969,0.07057999819517136,0.33482199907302856,
2020-02-15,9889.4248046875,264.72857666015625,0.06386300176382065,0.30623599886894226,
2020-02-16,9934.43359375,259.89471435546875,0.06265400350093842,0.2950339913368225,
2020-02-17,9690.142578125,266.3634338378906,0.06004200130701065,0.28657200932502747,
2020-02-18,10141.99609375,281.944580078125,0.06259699910879135,0.2979130148887634,
2020-02-19,9633.38671875,259.76397705078125,0.05764500051736832,0.2776019871234894,
2020-02-20,9608.4755859375,257.949462890625,0.0582600012421608,0.2723959982395172,
2020-02-21,9686.44140625,265.6006164550781,0.058639999479055405,0.2749379873275757,
2020-02-22,9663.181640625,262.33172607421875,0.05833600088953972,0.2759009897708893,
2020-02-23,9924.515625,273.754150390625,0.06151000037789345,0.282710999250412,
2020-02-24,9650.1748046875,265.2164306640625,0.058959998190402985,0.2706269919872284,
2020-02-25,9341.705078125,247.81759643554688,0.05636399984359741,0.25341200828552246,
2020-02-26,8820.5224609375,225.68026733398438,0.0494530014693737,0.23085099458694458,
2020-02-27,8784.494140625,226.75338745117188,0.049685001373291016,0.2371159940958023,
2020-02-28,8672.455078125,226.760498046875,0.04861599951982498,0.23629599809646606,
2020-02-29,8599.5087890625,219.8485107421875,0.047540999948978424,0.23119300603866577,
2020-03-01,8562.4541015625,218.97059631347656,0.04593199864029884,0.2288459986448288,
2020-03-02,8869.669921875,230.5697784423828,0.04895300045609474,0.2387470006942749,
2020-03-03,8787.7861328125,224.47962951660156,0.048760998994112015,0.23438100516796112,
2020-03-04,8755.24609375,224.51797485351562,0.049003999680280685,0.2345300018787384,
2020-03-05,9078.7626953125,229.2681884765625,0.05105699971318245,0.23958200216293335,
2020-03-06,9122.5458984375,243.52529907226562,0.051447998732328415,0.24408799409866333,
2020-03-07,8909.9541015625,237.85308837890625,0.048944998532533646,0.2370709925889969,
2020-03-08,8108.1162109375,200.68905639648438,0.04329099878668785,0.20690399408340454,
2020-03-09,7923.64453125,201.986328125,0.041482001543045044,0.20918099582195282,
2020-03-10,7909.7294921875,200.76724243164062,0.04149499908089638,0.2122350037097931,
2020-03-11,7911.43017578125,194.8685302734375,0.03964899852871895,0.2080959975719452,
2020-03-12,4970.7880859375,112.34712219238281,0.02396100014448166,0.13963499665260315,
2020-03-13,5563.70703125,133.20181274414062,0.028436999768018723,0.15935200452804565,
2020-03-14,5200.3662109375,123.30602264404297,0.026009000837802887,0.14729200303554535,
2020-03-15,5392.31494140625,125.21430206298828,0.02711999975144863,0.15390199422836304,
2020-03-16,5014.47998046875,110.60587310791016,0.02412099950015545,0.14106300473213196,
2020-03-17,5225.62939453125,113.9427490234375,0.02524299919605255,0.1445239931344986,
2020-03-18,5238.4384765625,114.84226989746094,0.025335999205708504,0.14309999346733093,
2020-03-19,6191.19287109375,136.59385681152344,0.03045099973678589,0.16503700613975525,
2020-03-20,6198.7783203125,132.73716735839844,0.029368000105023384,0.15686799585819244,
2020-03-21,6185.06640625,132.81871032714844,0.029413999989628792,0.15817900002002716,
2020-03-22,5830.2548828125,123.32115173339844,0.02708899974822998,0.15021400153636932,
2020-03-23,6416.31494140625,134.91160583496094,0.029082000255584717,0.15741899609565735,
2020-03-24,6734.8037109375,138.76144409179688,0.030162999406456947,0.16225500404834747,
2020-03-25,6681.06298828125,136.19589233398438,0.029438000172376633,0.16163299977779388,
2020-03-26,6716.4404296875,138.36155700683594,0.030727000907063484,0.17501899600028992,
2020-03-27,6469.79833984375,133.9379425048828,0.029301000759005547,0.17619499564170837,
2020-03-28,6242.19384765625,130.9864959716797,0.029771000146865845,0.17578299343585968,
2020-03-29,5922.04296875,125.58373260498047,0.028248999267816544,0.1638289988040924,
2020-03-30,6429.841796875,132.904541015625,0.02987300045788288,0.1721709966659546,
2020-03-31,6438.64453125,133.59356689453125,0.030553000047802925,0.17456300556659698,
2020-04-01,6606.7763671875,135.63455200195312,0.030855000019073486,0.1753229945898056,
2020-04-02,6793.62451171875,142.02914428710938,0.03198400139808655,0.1786399930715561,
2020-04-03,6733.38720703125,142.09130859375,0.032294999808073044,0.17946699261665344,
2020-04-04,6867.52734375,145.21939086914062,0.03250499814748764,0.18173199892044067,
2020-04-05,6791.12939453125,143.54664611816406,0.032003000378608704,0.17940600216388702,
2020-04-06,7271.78125,169.13587951660156,0.03561599925160408,0.1955060064792633,
2020-04-07,7176.41455078125,165.10194396972656,0.03513700142502785,0.19209299981594086,
2020-04-08,7334.0986328125,172.64173889160156,0.03631399944424629,0.20086899399757385,
2020-04-09,7302.08935546875,170.80714416503906,0.036198001354932785,0.19825699925422668,
2020-04-10,6865.4931640625,158.41244506835938,0.0332150012254715,0.18746399879455566,0.9510539770126343
2020-04-11,6859.0830078125,158.2160186767578,0.03335399925708771,0.18806299567222595,0.7768189907073975
2020-04-12,6971.091796875,161.14242553710938,0.03380599990487099,0.19013500213623047,0.8825070261955261
2020-04-13,6845.03759765625,156.27955627441406,0.03310700133442879,0.18773199617862701,0.7778319716453552
2020-04-14,6842.427734375,157.5963897705078,0.0329740010201931,0.18533499538898468,0.6619250178337097
2020-04-15,6642.10986328125,153.28689575195312,0.031863000243902206,0.18127000331878662,0.646651029586792
2020-04-16,7116.80419921875,172.15737915039062,0.034407999366521835,0.19010399281978607,0.6908159852027893
2020-04-17,7096.1845703125,171.63858032226562,0.03457299992442131,0.190201997756958,0.6607279777526855
2020-04-18,7257.6650390625,186.91400146484375,0.036552999168634415,0.194924995303154,0.6810960173606873
2020-04-19,7189.4248046875,181.61495971679688,0.035815998911857605,0.19085900485515594,0.6069689989089966
2020-04-20,6881.95849609375,172.2971649169922,0.03417700156569481,0.18348999321460724,0.538811981678009
2020-04-21,6880.3232421875,172.73770141601562,0.034699998795986176,0.18432800471782684,0.5876590013504028
2020-04-22,7117.20751953125,182.59957885742188,0.03655900061130524,0.18796999752521515,0.6916009783744812
2020-04-23,7429.724609375,185.02867126464844,0.04060500115156174,0.19171099364757538,0.6274570226669312
2020-04-24,7550.90087890625,189.2369384765625,0.041868001222610474,0.19366499781608582,0.6342419981956482
2020-04-25,7569.93603515625,195.5153045654297,0.04240800067782402,0.19505399465560913,0.6433290243148804
2020-04-26,7679.8671875,197.31753540039062,0.045878998935222626,0.19680500030517578,0.6355059742927551
2020-04-27,7795.60107421875,197.22471618652344,0.04660100117325783,0.19797800481319427,0.5723720192909241
2020-04-28,7807.05859375,198.41539001464844,0.04719499871134758,0.21548399329185486,0.6612930297851562
2020-04-29,8801.0380859375,216.96823120117188,0.051695000380277634,0.2274319976568222,0.7458400130271912
2020-04-30,8658.5537109375,207.60205078125,0.047846000641584396,0.21276099979877472,0.6910449862480164
2020-05-01,8864.7666015625,214.21910095214844,0.051259998232126236,0.2192479968070984,0.7287939786911011
2020-05-02,8988.5966796875,215.32537841796875,0.0510139986872673,0.2239139974117279,0.7158759832382202
2020-05-03,8897.46875,210.9331512451172,0.04892899841070175,0.21941399574279785,0.6795349717140198
2020-05-04,8912.654296875,208.17401123046875,0.04966399818658829,0.21896299719810486,0.6674910187721252
2020-05-05,9003.0703125,206.77439880371094,0.04935799911618233,0.21646299958229065,0.6418370008468628
