ticker,date,ret,year,month,month_name
ADA-USD,2023-05-31,-0.05775959597353575,2023,5,May
ADA-USD,2023-06-30,-0.2335638006571742,2023,6,June
ADA-USD,2023-07-31,0.07155097404141775,2023,7,July
ADA-USD,2023-08-31,-0.16948627028514907,2023,8,August
ADA-USD,2023-09-30,-0.005192384176444631,2023,9,September
ADA-USD,2023-10-31,0.15375106033818442,2023,10,October
ADA-USD,2023-11-30,0.28244971880640235,2023,11,November
ADA-USD,2023-12-31,0.5807739716258133,2023,12,December
ADA-USD,2024-01-31,-0.16147460965908078,2024,1,January
ADA-USD,2024-02-29,0.3158818537114465,2024,2,February
ADA-USD,2024-03-31,-0.007960152419359656,2024,3,March
ADA-USD,2024-04-30,-0.32227290280355636,2024,4,April
ADA-USD,2024-05-31,0.015083567278805665,2024,5,May
ADA-USD,2024-06-30,-0.12351691387543873,2024,6,June
ADA-USD,2024-07-31,-0.008717698928097595,2024,7,July
ADA-USD,2024-08-31,-0.11168728507663861,2024,8,August
ADA-USD,2024-09-30,0.0806771435154543,2024,9,September
ADA-USD,2024-10-31,-0.08405097379346649,2024,10,October
ADA-USD,2024-11-30,2.156231400520382,2024,11,November
ADA-USD,2024-12-31,-0.21796994990841168,2024,12,December
ADA-USD,2025-01-31,0.11669594041492437,2025,1,January
ADA-USD,2025-02-28,-0.3281346717376079,2025,2,February
ADA-USD,2025-03-31,0.044855803683195195,2025,3,March
ADA-USD,2025-04-30,0.030966981967316398,2025,4,April
ADA-USD,2025-05-31,0.006076888968486349,2025,5,May
ADA-USD,2025-06-30,-0.16609431530339658,2025,6,June
ADA-USD,2025-07-31,0.2935374520320573,2025,7,July
ADA-USD,2025-08-31,0.1292905221958569,2025,8,August
BTC-USD,2014-10-31,-0.12565897341518484,2014,10,October
BTC-USD,2014-11-30,0.11742097290634956,2014,11,November
BTC-USD,2014-12-31,-0.15303389354919228,2014,12,December
BTC-USD,2015-01-31,-0.32083459301317074,2015,1,January
BTC-USD,2015-02-28,0.16921879119020078,2015,2,February
BTC-USD,2015-03-31,-0.03948274599751067,2015,3,March
BTC-USD,2015-04-30,-0.033080265589301217,2015,4,April
BTC-USD,2015-05-31,-0.02521756430715716,2015,5,May
BTC-USD,2015-06-30,0.14284716180825696,2015,6,June
BTC-USD,2015-07-31,0.08202318631636807,2015,7,July
BTC-USD,2015-08-31,-0.19179341405669803,2015,8,August
BTC-USD,2015-09-30,0.026097984008702113,2015,9,September
BTC-USD,2015-10-31,0.33087345741177954,2015,10,October
BTC-USD,2015-11-30,0.2010244020379246,2015,11,November
BTC-USD,2015-12-31,0.14111583942323125,2015,12,December
BTC-USD,2016-01-31,-0.1435316449945243,2016,1,January
BTC-USD,2016-02-29,0.1869201772263378,2016,2,February
BTC-USD,2016-03-31,-0.0479052575029868,2016,3,March
BTC-USD,2016-04-30,0.07580223349397341,2016,4,April
BTC-USD,2016-05-31,0.1852881089554299,2016,5,May
BTC-USD,2016-06-30,0.26713348191662334,2016,6,June
BTC-USD,2016-07-31,-0.07226091336683538,2016,7,July
BTC-USD,2016-08-31,-0.07877467543494365,2016,8,August
BTC-USD,2016-09-30,0.05953895478755822,2016,9,September
BTC-USD,2016-10-31,0.14963386012549873,2016,10,October
BTC-USD,2016-11-30,0.06379569384552086,2016,11,November
BTC-USD,2016-12-31,0.2924160384029304,2016,12,December
BTC-USD,2017-01-31,0.0069105916320904015,2017,1,January
BTC-USD,2017-02-28,0.21595868139061847,2017,2,February
BTC-USD,2017-03-31,-0.09168024129983776,2017,3,March
BTC-USD,2017-04-30,0.2576064019287243,2017,4,April
BTC-USD,2017-05-31,0.6962881891411046,2017,5,May
BTC-USD,2017-06-30,0.08503732193929925,2017,6,June
BTC-USD,2017-07-31,0.15901871383230914,2017,7,July
BTC-USD,2017-08-31,0.6357682892979797,2017,8,August
BTC-USD,2017-09-30,-0.07753559989298775,2017,9,September
BTC-USD,2017-10-31,0.49085787263504255,2017,10,October
BTC-USD,2017-11-30,0.5820913616777115,2017,11,November
BTC-USD,2017-12-31,0.3833256069209823,2017,12,December
BTC-USD,2018-01-31,-0.2779873889308847,2018,1,January
BTC-USD,2018-02-28,0.01729762824029568,2018,2,February
BTC-USD,2018-03-31,-0.3293328919130871,2018,3,March
BTC-USD,2018-04-30,0.3250893147910252,2018,4,April
BTC-USD,2018-05-31,-0.18899090635565918,2018,5,May
BTC-USD,2018-06-30,-0.14546906905498158,2018,6,June
BTC-USD,2018-07-31,0.2149344068404513,2018,7,July
BTC-USD,2018-08-31,-0.09547787385747553,2018,8,August
BTC-USD,2018-09-30,-0.058545695389234265,2018,9,September
BTC-USD,2018-10-31,-0.046479119136965674,2018,10,October
BTC-USD,2018-11-30,-0.3641157587086258,2018,11,November
BTC-USD,2018-12-31,-0.0683469654808112,2018,12,December
BTC-USD,2019-01-31,-0.07612356891843053,2019,1,January
BTC-USD,2019-02-28,0.11481101020191953,2019,2,February
BTC-USD,2019-03-31,0.06501500614248945,2019,3,March
BTC-USD,2019-04-30,0.3033373026312973,2019,4,April
BTC-USD,2019-05-31,0.6024930171574245,2019,5,May
BTC-USD,2019-06-30,0.26154910600902714,2019,6,June
BTC-USD,2019-07-31,-0.067626591766352,2019,7,July
BTC-USD,2019-08-31,-0.045110118116522324,2019,8,August
BTC-USD,2019-09-30,-0.13880620170759905,2019,9,September
BTC-USD,2019-10-31,0.10920318227380199,2019,10,October
BTC-USD,2019-11-30,-0.1771770232076748,2019,11,November
BTC-USD,2019-12-31,-0.0496762414464359,2019,12,December
BTC-USD,2020-01-31,0.29984019674608997,2020,1,January
BTC-USD,2020-02-29,-0.08031850219040493,2020,2,February
BTC-USD,2020-03-31,-0.25127763815543147,2020,3,March
BTC-USD,2020-04-30,0.34477896223547644,2020,4,April
BTC-USD,2020-05-31,0.09268347920493625,2020,5,May
BTC-USD,2020-06-30,-0.034146858566219795,2020,6,June
BTC-USD,2020-07-31,0.23916341296986676,2020,7,July
BTC-USD,2020-08-31,0.03155866679660524,2020,8,August
BTC-USD,2020-09-30,-0.07673511599209437,2020,9,September
BTC-USD,2020-10-31,0.27785306210931693,2020,10,October
BTC-USD,2020-11-30,0.4241232777902142,2020,11,November
BTC-USD,2020-12-31,0.477731740726012,2020,12,December
BTC-USD,2021-01-31,0.14180671257315614,2021,1,January
BTC-USD,2021-02-28,0.36308750593940786,2021,2,February
BTC-USD,2021-03-31,0.30531110958991947,2021,3,March
BTC-USD,2021-04-30,-0.019835020649767054,2021,4,April
BTC-USD,2021-05-31,-0.3535455959448175,2021,5,May
BTC-USD,2021-06-30,-0.06139416614323989,2021,6,June
BTC-USD,2021-07-31,0.18793385485283132,2021,7,July
BTC-USD,2021-08-31,0.1331010952575873,2021,8,August
BTC-USD,2021-09-30,-0.07157155076344934,2021,9,September
BTC-USD,2021-10-31,0.4002672858735883,2021,10,October
BTC-USD,2021-11-30,-0.07034580264960633,2021,11,November
BTC-USD,2021-12-31,-0.18768354629620299,2021,12,December
BTC-USD,2022-01-31,-0.16894668246945244,2022,1,January
BTC-USD,2022-02-28,0.1223941500332939,2022,2,February
BTC-USD,2022-03-31,0.05430112933630005,2022,3,March
BTC-USD,2022-04-30,-0.17180562778839858,2022,4,April
BTC-USD,2022-05-31,-0.15703524015723236,2022,5,May
BTC-USD,2022-06-30,-0.37768830820493093,2022,6,June
BTC-USD,2022-07-31,0.17954101668545608,2022,7,July
BTC-USD,2022-08-31,-0.14085561097213029,2022,8,August
BTC-USD,2022-09-30,-0.030822039575552185,2022,9,September
BTC-USD,2022-10-31,0.05475483351418764,2022,10,October
BTC-USD,2022-11-30,-0.16233625149087516,2022,11,November
BTC-USD,2022-12-31,-0.03617484988577191,2022,12,December
BTC-USD,2023-01-31,0.398355562196792,2023,1,January
BTC-USD,2023-02-28,0.00034877106732977836,2023,2,February
BTC-USD,2023-03-31,0.23031275933019146,2023,3,March
BTC-USD,2023-04-30,0.027751556410733347,2023,4,April
BTC-USD,2023-05-31,-0.070011342199917,2023,5,May
BTC-USD,2023-06-30,0.11967798146804087,2023,6,June
BTC-USD,2023-07-31,-0.04092037651288716,2023,7,July
BTC-USD,2023-08-31,-0.11285070504336647,2023,8,August
BTC-USD,2023-09-30,0.039968549920561314,2023,9,September
BTC-USD,2023-10-31,0.28551947543569023,2023,10,October
BTC-USD,2023-11-30,0.08783270039094293,2023,11,November
BTC-USD,2023-12-31,0.12071360157473277,2023,12,December
BTC-USD,2024-01-31,0.007510151676246579,2024,1,January
BTC-USD,2024-02-29,0.43716858418659976,2024,2,February
BTC-USD,2024-03-31,0.16561329171152273,2024,3,March
BTC-USD,2024-04-30,-0.14995437921729393,2024,4,April
BTC-USD,2024-05-31,0.11304277803921714,2024,5,May
BTC-USD,2024-06-30,-0.07131456883230869,2024,6,June
BTC-USD,2024-07-31,0.030966973402063003,2024,7,July
BTC-USD,2024-08-31,-0.08742521094720224,2024,8,August
BTC-USD,2024-09-30,0.07392927032290175,2024,9,September
BTC-USD,2024-10-31,0.10872796248193972,2024,10,October
BTC-USD,2024-11-30,0.3736209803256596,2024,11,November
BTC-USD,2024-12-31,-0.03131032825862812,2024,12,December
BTC-USD,2025-01-31,0.09607082167329573,2025,1,January
BTC-USD,2025-02-28,-0.17608526437187266,2025,2,February
BTC-USD,2025-03-31,-0.021619399346929025,2025,3,March
BTC-USD,2025-04-30,0.14123018539860022,2025,4,April
BTC-USD,2025-05-31,0.11072156686350643,2025,5,May
BTC-USD,2025-06-30,0.023865516830480216,2025,6,June
BTC-USD,2025-07-31,0.08048574368152783,2025,7,July
BTC-USD,2025-08-31,-0.049316564363351634,2025,8,August
ETH-USD,2017-12-31,0.6924832325804762,2017,12,December
ETH-USD,2018-01-31,0.4778133121820687,2018,1,January
ETH-USD,2018-02-28,-0.23527561248553142,2018,2,February
ETH-USD,2018-03-31,-0.536415486333447,2018,3,March
ETH-USD,2018-04-30,0.6897772267681967,2018,4,April
ETH-USD,2018-05-31,-0.13774546090642026,2018,5,May
ETH-USD,2018-06-30,-0.21200741409464108,2018,6,June
ETH-USD,2018-07-31,-0.0468232097723833,2018,7,July
ETH-USD,2018-08-31,-0.3477171692332971,2018,8,August
ETH-USD,2018-09-30,-0.1772271451640297,2018,9,September
ETH-USD,2018-10-31,-0.15231829090663407,2018,10,October
ETH-USD,2018-11-30,-0.42663468557722395,2018,11,November
ETH-USD,2018-12-31,0.1784623615407288,2018,12,December
ETH-USD,2019-01-31,-0.19725266125594398,2019,1,January
ETH-USD,2019-02-28,0.2772739902318164,2019,2,February
ETH-USD,2019-03-31,0.03486642530151851,2019,3,March
ETH-USD,2019-04-30,0.14593550671600175,2019,4,April
ETH-USD,2019-05-31,0.6533274844738468,2019,5,May
ETH-USD,2019-06-30,0.08422710258726118,2019,6,June
ETH-USD,2019-07-31,-0.24782536943366695,2019,7,July
ETH-USD,2019-08-31,-0.2112210442661886,2019,8,August
ETH-USD,2019-09-30,0.04292009717791245,2019,9,September
ETH-USD,2019-10-31,0.02276455800147681,2019,10,October
ETH-USD,2019-11-30,-0.17083088098194033,2019,11,November
ETH-USD,2019-12-31,-0.15031388415600488,2019,12,December
ETH-USD,2020-01-31,0.390008355135524,2020,1,January
ETH-USD,2020-02-29,0.22029474606412802,2020,2,February
ETH-USD,2020-03-31,-0.3923380856957722,2020,3,March
ETH-USD,2020-04-30,0.553982393067973,2020,4,April
ETH-USD,2020-05-31,0.11258875882296215,2020,5,May
ETH-USD,2020-06-30,-0.020178336529868335,2020,6,June
ETH-USD,2020-07-31,0.5268747244093426,2020,7,July
ETH-USD,2020-08-31,0.259076483677003,2020,8,August
ETH-USD,2020-09-30,-0.17270828515420789,2020,9,September
ETH-USD,2020-10-31,0.07404740740640259,2020,10,October
ETH-USD,2020-11-30,0.590423966544446,2020,11,November
ETH-USD,2020-12-31,0.19998759130319121,2020,12,December
ETH-USD,2021-01-31,0.78229891023216,2021,1,January
ETH-USD,2021-02-28,0.07685460400671462,2021,2,February
ETH-USD,2021-03-31,0.3547286344036904,2021,3,March
ETH-USD,2021-04-30,0.44561190417800023,2021,4,April
ETH-USD,2021-05-31,-0.021008788054218575,2021,5,May
ETH-USD,2021-06-30,-0.1622123668754838,2021,6,June
ETH-USD,2021-07-31,0.11503929513799482,2021,7,July
ETH-USD,2021-08-31,0.3538834398183497,2021,8,August
ETH-USD,2021-09-30,-0.1258262517678288,2021,9,September
ETH-USD,2021-10-31,0.4285585776905292,2021,10,October
ETH-USD,2021-11-30,0.08008368503853802,2021,11,November
ETH-USD,2021-12-31,-0.20486893940488138,2021,12,December
ETH-USD,2022-01-31,-0.27001171567556326,2022,1,January
ETH-USD,2022-02-28,0.08589970747939146,2022,2,February
ETH-USD,2022-03-31,0.12415781888640076,2022,3,March
ETH-USD,2022-04-30,-0.16804268000951372,2022,4,April
ETH-USD,2022-05-31,-0.2885732119152148,2022,5,May
ETH-USD,2022-06-30,-0.45050535928269975,2022,6,June
ETH-USD,2022-07-31,0.5754887850279162,2022,7,July
ETH-USD,2022-08-31,-0.07602205155865815,2022,8,August
ETH-USD,2022-09-30,-0.14527160141821982,2022,9,September
ETH-USD,2022-10-31,0.184292000561459,2022,10,October
ETH-USD,2022-11-30,-0.17614505548377224,2022,11,November
ETH-USD,2022-12-31,-0.07634346593989738,2022,12,December
ETH-USD,2023-01-31,0.32567975152872064,2023,1,January
ETH-USD,2023-02-28,0.012202527095311444,2023,2,February
ETH-USD,2023-03-31,0.13458347779136814,2023,3,March
ETH-USD,2023-04-30,0.03013257733733843,2023,4,April
ETH-USD,2023-05-31,-0.0014885114001489397,2023,5,May
ETH-USD,2023-06-30,0.03151246505785199,2023,6,June
ETH-USD,2023-07-31,-0.039844325996528096,2023,7,July
ETH-USD,2023-08-31,-0.11341852341775926,2023,8,August
ETH-USD,2023-09-30,0.015509296142236728,2023,9,September
ETH-USD,2023-10-31,0.08694377376798723,2023,10,October
ETH-USD,2023-11-30,0.12997660282981038,2023,11,November
ETH-USD,2023-12-31,0.11152680953508098,2023,12,December
ETH-USD,2024-01-31,0.0004704167168723128,2024,1,January
ETH-USD,2024-02-29,0.46412031614766525,2024,2,February
ETH-USD,2024-03-31,0.09154521864078191,2024,3,March
ETH-USD,2024-04-30,-0.17423097361598006,2024,4,April
ETH-USD,2024-05-31,0.2482299261480101,2024,5,May
ETH-USD,2024-06-30,-0.08700402549978836,2024,6,June
ETH-USD,2024-07-31,-0.05872415229689487,2024,7,July
ETH-USD,2024-08-31,-0.22217151640522492,2024,8,August
ETH-USD,2024-09-30,0.035676440896093675,2024,9,September
ETH-USD,2024-10-31,-0.03352336701479863,2024,10,October
ETH-USD,2024-11-30,0.4729733401625702,2024,11,November
ETH-USD,2024-12-31,-0.10070244434768516,2024,12,December
ETH-USD,2025-01-31,-0.010282453177827167,2025,1,January
ETH-USD,2025-02-28,-0.3214901832713606,2025,2,February
ETH-USD,2025-03-31,-0.18518446597705107,2025,3,March
ETH-USD,2025-04-30,-0.016290055367711775,2025,4,April
ETH-USD,2025-05-31,0.4099242388772808,2025,5,May
ETH-USD,2025-06-30,-0.01685313320350279,2025,6,June
ETH-USD,2025-07-31,0.4867326593849237,2025,7,July
ETH-USD,2025-08-31,0.18394250585221017,2025,8,August
SOL-USD,2020-05-31,-0.1751304208771387,2020,5,May
SOL-USD,2020-06-30,0.5088786581985327,2020,6,June
SOL-USD,2020-07-31,0.7883835344781764,2020,7,July
SOL-USD,2020-08-31,2.108902834124818,2020,8,August
SOL-USD,2020-09-30,-0.39400914996065783,2020,9,September
SOL-USD,2020-10-31,-0.46833475762579235,2020,10,October
SOL-USD,2020-11-30,0.2766217322865838,2020,11,November
SOL-USD,2020-12-31,-0.23183442530727338,2020,12,December
SOL-USD,2021-01-31,1.82225799531352,2021,1,January
SOL-USD,2021-02-28,2.069607152673765,2021,2,February
SOL-USD,2021-03-31,0.48711605842447425,2021,3,March
SOL-USD,2021-04-30,1.2068068762906177,2021,4,April
SOL-USD,2021-05-31,-0.23604979389303893,2021,5,May
SOL-USD,2021-06-30,0.08350004684640022,2021,6,June
SOL-USD,2021-07-31,0.03574344446211075,2021,7,July
SOL-USD,2021-08-31,1.9457423038330304,2021,8,August
SOL-USD,2021-09-30,0.30037002824001524,2021,9,September
SOL-USD,2021-10-31,0.4349074174527676,2021,10,October
SOL-USD,2021-11-30,0.030876089186501643,2021,11,November
SOL-USD,2021-12-31,-0.1838871695888592,2021,12,December
SOL-USD,2022-01-31,-0.4143312886623802,2022,1,January
SOL-USD,2022-02-28,-0.0021906270870832856,2022,2,February
SOL-USD,2022-03-31,0.23252645152902063,2022,3,March
SOL-USD,2022-04-30,-0.30625372143139573,2022,4,April
SOL-USD,2022-05-31,-0.4621618183177699,2022,5,May
SOL-USD,2022-06-30,-0.26611314690694476,2022,6,June
SOL-USD,2022-07-31,0.26234599378853063,2022,7,July
SOL-USD,2022-08-31,-0.2577168750689949,2022,8,August
SOL-USD,2022-09-30,0.05526931178815597,2022,9,September
SOL-USD,2022-10-31,-0.018107854148933122,2022,10,October
SOL-USD,2022-11-30,-0.5671574438388225,2022,11,November
SOL-USD,2022-12-31,-0.29431636814978224,2022,12,December
SOL-USD,2023-01-31,1.4046234595122256,2023,1,January
SOL-USD,2023-02-28,-0.0850080581887307,2023,2,February
SOL-USD,2023-03-31,-0.03403350890157164,2023,3,March
SOL-USD,2023-04-30,0.07848271943883289,2023,4,April
SOL-USD,2023-05-31,-0.08792527595429822,2023,5,May
SOL-USD,2023-06-30,-0.09254392524956634,2023,6,June
SOL-USD,2023-07-31,0.2552549603391887,2023,7,July
SOL-USD,2023-08-31,-0.16803136030686172,2023,8,August
SOL-USD,2023-09-30,0.08411691958690515,2023,9,September
SOL-USD,2023-10-31,0.8003856392569317,2023,10,October
SOL-USD,2023-11-30,0.5379638450888622,2023,11,November
SOL-USD,2023-12-31,0.7134206697353405,2023,12,December
SOL-USD,2024-01-31,-0.044106946402104996,2024,1,January
SOL-USD,2024-02-29,0.2956115576131526,2024,2,February
SOL-USD,2024-03-31,0.6138070285957737,2024,3,March
SOL-USD,2024-04-30,-0.3741799047336032,2024,4,April
SOL-USD,2024-05-31,0.30461703131061735,2024,5,May
SOL-USD,2024-06-30,-0.11558489808555927,2024,6,June
SOL-USD,2024-07-31,0.17293489569119713,2024,7,July
SOL-USD,2024-08-31,-0.21214409386048005,2024,8,August
SOL-USD,2024-09-30,0.12738180727504766,2024,9,September
SOL-USD,2024-10-31,0.10360163823169843,2024,10,October
SOL-USD,2024-11-30,0.411528553314898,2024,11,November
SOL-USD,2024-12-31,-0.20391393906361777,2024,12,December
SOL-USD,2025-01-31,0.22388473638820616,2025,1,January
SOL-USD,2025-02-28,-0.3609421932777195,2025,2,February
SOL-USD,2025-03-31,-0.15764292292936144,2025,3,March
SOL-USD,2025-04-30,0.1840429361176692,2025,4,April
SOL-USD,2025-05-31,0.060928932522869905,2025,5,May
SOL-USD,2025-06-30,-0.012153048709803382,2025,6,June
SOL-USD,2025-07-31,0.11431806754008811,2025,7,July
SOL-USD,2025-08-31,0.08423600279008792,2025,8,August
XRP-USD,2017-12-31,8.170074514713528,2017,12,December
XRP-USD,2018-01-31,-0.49473826571695945,2018,1,January
XRP-USD,2018-02-28,-0.22179046428233729,2018,2,February
XRP-USD,2018-03-31,-0.4336030901695688,2018,3,March
XRP-USD,2018-04-30,0.6354700875084358,2018,4,April
XRP-USD,2018-05-31,-0.2688933849385561,2018,5,May
XRP-USD,2018-06-30,-0.23893530044292266,2018,6,June
XRP-USD,2018-07-31,-0.06653151448047268,2018,7,July
XRP-USD,2018-08-31,-0.22952036630646644,2018,8,August
XRP-USD,2018-09-30,0.734316991612509,2018,9,September
XRP-USD,2018-10-31,-0.2290172272482185,2018,10,October
XRP-USD,2018-11-30,-0.19163789282205101,2018,11,November
XRP-USD,2018-12-31,-0.026897200552673528,2018,12,December
XRP-USD,2019-01-31,-0.12097889884357627,2019,1,January
XRP-USD,2019-02-28,0.01626258449178808,2019,2,February
XRP-USD,2019-03-31,-0.018563669859518295,2019,3,March
XRP-USD,2019-04-30,0.0007987661530166612,2019,4,April
XRP-USD,2019-05-31,0.4171502897983117,2019,5,May
XRP-USD,2019-06-30,-0.09613653779625464,2019,6,June
XRP-USD,2019-07-31,-0.190463957557378,2019,7,July
XRP-USD,2019-08-31,-0.19228190702400338,2019,8,August
XRP-USD,2019-09-30,-0.012619456086116365,2019,9,September
XRP-USD,2019-10-31,0.15795151336460145,2019,10,October
XRP-USD,2019-11-30,-0.23580935837083283,2019,11,November
XRP-USD,2019-12-31,-0.14827311246246566,2019,12,December
XRP-USD,2020-01-31,0.24023041666534706,2020,1,January
XRP-USD,2020-02-29,-0.03360738676726471,2020,2,February
XRP-USD,2020-03-31,-0.24494685822199014,2020,3,March
XRP-USD,2020-04-30,0.21882067227357016,2020,4,April
XRP-USD,2020-05-31,-0.04631958946499293,2020,5,May
XRP-USD,2020-06-30,-0.13324394859258692,2020,6,June
XRP-USD,2020-07-31,0.47213287155295736,2020,7,July
XRP-USD,2020-08-31,0.08830294805900563,2020,8,August
XRP-USD,2020-09-30,-0.14189785644885644,2020,9,September
XRP-USD,2020-10-31,-0.00843733918407974,2020,10,October
XRP-USD,2020-11-30,1.7710265935986986,2020,11,November
XRP-USD,2020-12-31,-0.6690745779211311,2020,12,December
XRP-USD,2021-01-31,1.2393585572078436,2021,1,January
XRP-USD,2021-02-28,-0.1571375499362353,2021,2,February
XRP-USD,2021-03-31,0.38297349117090573,2021,3,March
XRP-USD,2021-04-30,1.7735842119235672,2021,4,April
XRP-USD,2021-05-31,-0.3424633249622583,2021,5,May
XRP-USD,2021-06-30,-0.32506709184460914,2021,6,June
XRP-USD,2021-07-31,0.05862616191779435,2021,7,July
XRP-USD,2021-08-31,0.5881455474185038,2021,8,August
XRP-USD,2021-09-30,-0.19784301782368086,2021,9,September
XRP-USD,2021-10-31,0.16859643436791805,2021,10,October
XRP-USD,2021-11-30,-0.10284600688776135,2021,11,November
XRP-USD,2021-12-31,-0.1678001101913118,2021,12,December
XRP-USD,2022-01-31,-0.2550810883724819,2022,1,January
XRP-USD,2022-02-28,0.26309491983564626,2022,2,February
XRP-USD,2022-03-31,0.04158333346671217,2022,3,March
XRP-USD,2022-04-30,-0.27925732519759083,2022,4,April
XRP-USD,2022-05-31,-0.28142827540954585,2022,5,May
XRP-USD,2022-06-30,-0.21433063370103,2022,6,June
XRP-USD,2022-07-31,0.1478663628600656,2022,7,July
XRP-USD,2022-08-31,-0.13822284289614362,2022,8,August
XRP-USD,2022-09-30,0.4633055225600309,2022,9,September
XRP-USD,2022-10-31,-0.028886525390122264,2022,10,October
XRP-USD,2022-11-30,-0.12270908016643478,2022,11,November
XRP-USD,2022-12-31,-0.1683551293209642,2022,12,December
XRP-USD,2023-01-31,0.19551135902859218,2023,1,January
XRP-USD,2023-02-28,-0.071948303304334,2023,2,February
XRP-USD,2023-03-31,0.4277927221804032,2023,3,March
XRP-USD,2023-04-30,-0.12286165861429377,2023,4,April
XRP-USD,2023-05-31,0.09538633509396788,2023,5,May
XRP-USD,2023-06-30,-0.08378469077728556,2023,6,June
XRP-USD,2023-07-31,0.47355803536794383,2023,7,July
XRP-USD,2023-08-31,-0.26874213152766413,2023,8,August
XRP-USD,2023-09-30,0.009017262393397285,2023,9,September
XRP-USD,2023-10-31,0.1646802306587174,2023,10,October
XRP-USD,2023-11-30,0.010121872958569034,2023,11,November
XRP-USD,2023-12-31,0.01415501957682297,2023,12,December
XRP-USD,2024-01-31,-0.18172146587602322,2024,1,January
XRP-USD,2024-02-29,0.16520890699058932,2024,2,February
XRP-USD,2024-03-31,0.07316765717170481,2024,3,March
XRP-USD,2024-04-30,-0.2052683599068037,2024,4,April
